Title,Brand,Price,Images,Details,Description
Máy tính xách tay Asus BR1100FK cảm ứng Chip Intel N6000 | RAM 8GB | 128GB-EMMC | 11.6 Inch IPS | Wifi6 | 3C42WHR | win bản quyền - Hàng Chính Hãng,Asus,6.710.000,"https://salt.tikicdn.com/cache/200x280/ts/product/0c/31/c1/30175cfef628b991ebf045b856eb7975.jpg, https://salt.tikicdn.com/ts/upload/c4/ac/5a/ff341eb28810084ef2fd45f17d7ec3c5.png, https://salt.tikicdn.com/cache/200x280/ts/product/0c/31/c1/30175cfef628b991ebf045b856eb7975.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/e4/55/c1/b76b743ca15aee6fe0b47e3482745a5c.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/15/f0/4b/a442a1a7d6d65c874add81595147facd.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/06/b2/f0/6a0f4c8d5556c3f86fecbf2f19db8fd3.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/b4/22/97/84db9a4f26c7829f9396bdd73a476646.jpg","{'Bluetooth': '5', 'Bộ nhớ đồ họa': 'UHD', 'Thương hiệu': 'Asus', 'Xuất xứ thương hiệu': 'Đài Loan', 'Camera': 'dual Camera', 'Card đồ họa': 'Onboard', 'Chip set': 'N6000', 'CPU': 'Intel', 'Loại/ Công nghệ màn hình': 'IPS', 'Giao tiếp mạng': 'Có dây + không dây', 'Model': 'BR1100FAK', 'Kết nối không dây khác': 'Wifi + Bluetooth', 'Loại ổ đĩa': 'eMMC', 'Loại pin': 'nguyên khối', 'Loại RAM': 'DDR4', 'Cổng internet (LAN)': 'RJ45', 'Xuất xứ': 'Trung Quốc', 'Trọng lượng sản phẩm': '2 kg', 'RAM': '8 GB', 'Hệ điều hành': 'Win bản quyền', 'Thiết kế card': 'Onboard', 'Wifi': '6'}","<h3>Laptop Asus BR1100FKA&nbsp;hướng tới phân khúc&nbsp;laptop học tập - văn phòng, với kích thước nhỏ nhắn và thiết kế tiện ích tựa như chiếc máy tính bảng, để phục vụ hiệu quả cho những buổi học trực tuyến, cùng cấu hình ổn để đáp ứng nhu cầu giải trí cơ bản.</h3>
<h3>Nhỏ gọn, bền bỉ với tiêu chuẩn độ bền quân đội Mỹ</h3>
<p>Asus BR1100FKA được thiết kế rất nhỏ gọn, kích thước không nhỉnh hơn quá nhiều so với máy tính bảng, với trọng lượng máy&nbsp;<strong>1.4 kg</strong>, độ dày&nbsp;<strong>20 mm</strong>&nbsp;thoải mái để mang theo sử dụng ở mọi nơi.</p>
<p></p>
<p>Được nhắm tới phục vụ nhu cầu học tập, đặc biệt dễ dùng cho trẻ nhỏ, laptop Asus trang bị&nbsp;<strong>bản lề 360 độ</strong>, gập mở linh hoạt như 1 máy tính bảng thực thụ, giúp bạn sử dụng được ở nhiều tư thế sao cho thoải mái nhất.</p>
<p></p>
<p>Đặc biệt hơn với&nbsp;<strong>màn hình cảm ứng đa điểm</strong>&nbsp;cho các thao tác tương tác màn hình thêm đơn giản và nhanh chóng trong các buổi học, bạn chỉ cần chạm vào để thực hiện thao tác mà không cần sử dụng chuột hay bàn phím.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/a8/5e/7c/9466731157ff4df083d365c285409fa7.jpg"" alt="""" width=""750"" height=""419""></p>
<p>Laptop&nbsp;có vỏ ngoài bằng nhựa, cấu trúc chắc chắn và cực kỳ bền tốt, chất lượng đạt<strong>&nbsp;chuẩn quân đội Mỹ MIL-STD-810H</strong>, bảo vệ máy trước các sự cố va đập nhẹ, rung sốc hay sự thay đổi nhiệt độ đột ngột, sương muối, bụi bẩn, nhờ đó mà bạn thoải mái sử dụng laptop mà không ái ngại các tổn hại do ngoại lực thông thường.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/91/20/e4/364b1ffdc5b43027e92767becb0e8f45.jpg"" alt="""" width=""750"" height=""419""></p>
<p>Hệ bàn phím của máy với phím nhấn êm và nhạy, khoảng cách phím tốt cho thao tác soạn thảo nhanh và chuẩn xác, cấu trúc bàn phím đơn giản, dễ dùng cho trẻ nhỏ.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/de/de/c8/e4e86268a11a8e7391c3819d8960b75f.jpg"" alt="""" width=""750"" height=""419""></p>
<p>Máy hỗ trợ 2 chuẩn kết nối không dây chất lượng cao&nbsp;<strong>Bluetooth 5.2</strong>&nbsp;và&nbsp;<strong>Wi-Fi 6&nbsp;(802.11ax)</strong>&nbsp;mang đến kết nối ổn định và liền mạch cho các buổi học trực tuyến. Đồng thời, các cổng ngoại vi USB 3.2, HDMI, jack tai nghe 3.5 mm, LAN (RJ45), USB 2.0, USB Type-C đáp ứng tốt các nhu cầu kết nối phục vụ học tập, giải trí và làm việc khi cần.</p>
<p></p>
<h3>Màn hình cảm ứng rõ nét, âm thanh to rõ, trong trẻo</h3>
<p>Chiếc&nbsp;laptop Asus&nbsp;này có kích thước&nbsp;<strong>màn hình 11.6 inch</strong>, độ phân giải đạt chuẩn&nbsp;<strong>HD (1366 x 768)&nbsp;</strong>với độ sáng màn hình&nbsp;<strong>250 nits</strong>&nbsp;đủ đáp ứng tiêu chuẩn màn hình rõ nét, hình ảnh ổn định, màu sắc tương phản tốt, dễ nhìn, không gây khó chịu cho mắt khi dùng liên tục nhiều giờ.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/fb/5f/3e/702367c20088f1ebc3a755fe8c65ed3f.jpg"" alt="""" width=""750"" height=""419""></p>
<p>Bên cạnh đó,&nbsp;<strong>HD Webcam</strong>&nbsp;với khả năng ghi hình rõ nét hỗ trợ tích cực khi cần giao tiếp video, học trực tuyến tiện lợi.&nbsp;<strong>Công tắc khóa camera</strong>&nbsp;bảo vệ sự riêng tư của bạn trong những trường hợp cần thiết.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/4a/53/94/34c3fda4fcf884cd73c6e278963c3196.jpg"" alt="""" width=""750"" height=""419""></p>
<p>Cùng với đó là công nghệ&nbsp;SonicMaster audio&nbsp;mang đến chất lượng âm thanh to rõ, khuếch đại tốt, các dải âm rành mạch, đảm bảo cả tiêu chí nghe nhìn khi sử dụng laptop cho học tập, làm việc hay giải trí.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/cd/0e/53/cb232a0fe41c91f33219c5d84cfaac91.jpg"" alt="""" width=""750"" height=""419""></p>
<h3>Hiệu năng ổn định, đủ dùng</h3>
<p>Asus BR1100FKA được trang bị bộ xử lý&nbsp;<strong>Intel Pentium N6000</strong>&nbsp;có tốc độ CPU trung bình&nbsp;<strong>1.1 GHz</strong>, tối đa đến&nbsp;<strong>3.3 GHz</strong>&nbsp;khi ép xung, đáp ứng đa tác vụ các ứng dụng văn phòng, học tập trên Word, nhập liệu, tính toán qua Excel, soạn bản thuyết trình với PowerPoint, Kết hợp card tích hợp&nbsp;<strong>Intel UHD Graphics&nbsp;</strong>nâng cao khả năng đồ hoạ, mang đến sự chuyển động giữa các khung hình mượt mà hơn khi xem phim, duyệt web,</p>
<p>Laptop RAM 8GB&nbsp;chuẩn<strong>&nbsp;DDR4 (On board)</strong>, tốc độ Bus RAM&nbsp;<strong>2933 MHz</strong>&nbsp;hỗ trợ đa nhiệm thêm ổn định và mượt mà, giúp máy chạy đồng thời nhiều ứng dụng mà không bị lag hay đơ màn hình.</p>
<p><strong>Ổ cứng 128 GB eMMC</strong>&nbsp;đủ dung lượng cho nhu cầu lưu trữ cá nhân trên laptop, hỗ trợ khởi động và truy xuất dữ liệu nhanh chóng, ổn định hơn, di chuyển nhanh nhạy giữa các ứng dụng được mở, ổn định hiệu suất sử dụng.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/13/f5/75/05e8478ae72c462695e5e35b0dbae20e.jpg"" alt="""" width=""750"" height=""419""></p>
<p><strong>ASUS BacGuard Kháng khuẩn toàn diện</strong> Bề mặt của máy tính xách tay chứa hàng ngàn vi khuẩn tiềm ẩn nguy hại. Để giữ cho ASUS BR1100F luôn sạch sẽ, bàn phím, chuột cảm ứng và phần kê tay được phủ lớp kháng khuẩn ASUS BacGuard6,7. Trang bị này đã được kiểm định theo tiêu chuẩn ISO 22196 được quốc tế công nhận là ức chế sự phát triển của vi khuẩn hơn 99% trong thời gian 24 giờ. ASUS BacGuard cũng có khả năng chịu được các sản phẩm vệ sinh chứa cồn, cho phép bạn vệ sinh bề mặt máy tính và gần như không lo bị vi khuẩn gây hại tấn công.</p>
<p><img src=""https://salt.tikicdn.com/ts/tmp/7a/55/f5/c83205f5324105157fe7a8b12608a814.jpg"" alt="""" width=""750"" height=""461""></p>
<p>Nếu bạn đang tìm kiếm một chiếc laptop nhỏ gọn, tiện lợi để phục vụ chủ đích cho nhu cầu học tập cơ bản, lựa chọn laptop Asus BR1100FKA hẳn sẽ rất tương thích, mang lại những trải nghiệm thích thú và hài lòng.</p>
<p>&nbsp;</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p><div class=""gradient""></div>"
Máy tính xách tay Laptop Dell Latitude 3420 L3420I3SSD (Intel Core i3-1115G4 | 14 Inch HD | RAM 8GB | 256GB SSD NVMe | Intel UHD Graphics | Fedora Os) - Hàng chính hãng,Dell,9.990.000,"https://salt.tikicdn.com/cache/200x280/ts/product/e0/be/a2/c057d9d1f3c5065787d11a0620ae76f6.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/5a/e5/e9/fc621a7fa862a9c87a737f7d7e28c6ce.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/56/fe/63/16d92c14e325039e07d9e937dd99dccd.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/ee/73/20/cfc235897cb8a506617689d7c78d2169.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/4b/0a/a0/34ef0cb9b8d33ff1b7765dd2a7fbac49.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/60/14/44/c7b9a247bdbf290b3ea9fa809da14255.jpg","{'Thời gian pin': '12h', 'Thời gian sạc': '8h', 'Tốc độ CPU': '4.1Ghz', 'Hiển thị màu sắc': 'HD', 'Bluetooth': 'Bluetooth 5.0', 'Bộ nhớ đồ họa': 'Tối đa 64GB', 'Thương hiệu': 'Dell', 'Xuất xứ thương hiệu': 'Mỹ', 'Camera': 'Có', 'Card đồ họa': 'UHD', 'Card Reader': '1x mSD 3.0 Card Reader', 'Chip set': 'Intel Core i3-1115G4 (2 Core, 6M cache, base 3.0GHz, up to 4.10 GHz)', 'CPU': 'Intel Core i3-1115G4 (2 Core, 6M cache, base 3.0GHz, up to 4.10 GHz)', 'Dung lượng ổ cứng': '256GB SSD', 'Giao tiếp mạng': 'Wifi + LAN', 'Model': 'L3420I3SSD', 'Kết nối không dây khác': 'Intel Wi-Fi 6 AX201 2x2 802.11ax 160MHz + Bluetooth 5.0', 'Loại ổ đĩa': 'SSD', 'Loại RAM': 'DDR4 3200', 'Cổng internet (LAN)': 'RJ45', 'Xuất xứ': 'Trung Quốc', 'Trọng lượng sản phẩm': '1.6 kg', 'RAM': '8G DDR4', 'Hệ điều hành': 'Free dos', 'Wifi': 'Intel Wi-Fi 6 AX201 2x2 802.11ax 160MHz'}","<h3 style=""text-align:center"">Thiết kế sang trọng</h3>
<p style=""text-align:center""><strong>Laptop Dell Latitude 3420 L3420I3SSD </strong>được thiết kế đơn giản, sang trọng với &nbsp;vỏ ngoài được phủ sơn màu đen và các cạnh bên được vát mỏng, các đường nét góc cạnh được bo tròn gọn gàng, mặt lưng trơn in nổi logo Dell. Ngoài tính thẩm mĩ, Dell cũng đảm bảo độ bền bỉ, chắc chắn và tính di động để có thể đồng hành với bạn trong mọi hành trình lâu dài. Khung máy chắc chắn, bền bỉ giúp bảo vệ linh kiện tối đa trước tác động bên ngoài.</p>
<p style=""text-align:center""><img style=""display:block;margin-left:auto;margin-right:auto"" src=""https://salt.tikicdn.com/ts/tmp/79/55/8f/a94d0b9da71f8563446f474e27e7a6ff.jpg"" alt="""" width=""750"" height=""480""></p>
<p style=""text-align:center""><strong>Hiệu năng mạnh mẽ</strong></p>
<p style=""text-align:center"">Để đảm bảo sẽ xử lý tốt các tác vụ công việc văn phòng, học tập mẫu laptop Dell này được trang bị một cấu hình ổn định, đủ sức cho các tác vụ hàng ngày. Với sự hiện diện của chip Intel Core i3 mới nhất sở hữu tốc độ xử lý công việc lý tưởng, đáp ứng được nhu cầu đồ họa cơ bản . Kết hợp với &nbsp;8GB (1x8GB) DDR4 Non-ECC, với 2 khe RAM bạn có thể nâng cấp RAM theo nhu cầu của bản thân, &nbsp;đảm bảo xử lý các tác vụ đa nhiệm, cùng lúc làm nhiều tác vụ, mở nhiều ứng dụng mà không sợ giật, lag. Ổ cứng SSD 256gb đem lại tốc độ truy cập file nhanh chóng.</p>
<p style=""text-align:center""><img src=""https://salt.tikicdn.com/ts/tmp/39/8d/17/ec12937f70b8d861e2fd0cfea2abf231.jpg"" alt="""" width=""750"" height=""480""></p>
<h3 style=""text-align:center"">Màn hình rõ nét</h3>
<p style=""text-align:center"">Trang bị &nbsp;màn hình kích thước 14 inch với độ phân giải HD, cung cấp hình ảnh sắc nét, hiển thị màu sắc chân thực nhờ độ tương phản cao. Kết hợp cùng viền màn hình được vát mỏng hơn so với các dòng sản phẩm trước đây, mang tới cảm giác đắm chìm trong tình khung hình hơn. Đồng thời với lớp phủ chống chói Anti-Glare bảo vệ mắt của bạn, hỗ trợ làm việc thuận lợi hơn ở nơi có ánh sáng mạnh hoặc khi phải làm việc ngoài trời.</p>
<p style=""text-align:center""><img src=""https://salt.tikicdn.com/ts/tmp/e7/bf/2e/c4f23995bf41c4a5e06ff7431f20750b.jpg"" alt="""" width=""750"" height=""480""></p>
<h3 style=""text-align:center"">Bàn phím - touchpad êm nhẹ</h3>
<p style=""text-align:center"">Bàn phím được thiết kế tiêu chuẩn, kích thước phím lớn, khoảng cách phím được bố trí hợp lý cho độ chính xác cao khi gõ mang tới cảm giác gõ phím khá êm tay và thoải mái.</p>
<p style=""text-align:center"">Touchpad được thiết kế khá rộng rãi, nhanh nhạy. Bạn hoàn toàn có thể làm việc tốt mà không cần đến sự hỗ trợ của chuột rời.&nbsp;</p>
<p style=""text-align:center""><img src=""https://salt.tikicdn.com/ts/tmp/b1/22/64/e22c50f54201cfe8532a55dea166feb8.jpg"" alt="""" width=""750"" height=""480""></p>
<h3 style=""text-align:center"">Đầy đủ các cổng kết nối</h3>
<p style=""text-align:center"">Trang bị cổng kết nối như USB 2.0, USB 3.2 Gen 1 Type-A, Cổng &nbsp;HDMI 1.4, &nbsp;USB 3.2 Gen 1 Type-C, jack cắm tai nghe,ạn có thể thỏa sức kết nối với các thiết bị ngoại vi khác.</p>
<p style=""text-align:center""><img src=""https://salt.tikicdn.com/ts/tmp/46/40/cd/5fd6f790604fc6820f0f9ccfb1746611.jpg"" alt="""" width=""750"" height=""480""></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p><div class=""gradient""></div>"
Laptop Dell Latitude 3420 L3420I5SSD (Core i5-1135G7/ 8GB/ 256GB SSD/ 14 HD/ Fedora) - Hàng Chính Hãng,Dell,15.504.000,"https://salt.tikicdn.com/cache/200x280/ts/product/e0/be/a2/18d9c9e0e18b3ffe0f1fd46851f4d0ca.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/81/58/c2/0d81ed1666889045d0ffac0d0fcd5dd4.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/5a/e5/e9/a05bf20416a7ed64fc49841f4748bd2a.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/4b/0a/a0/64bdf16936fd39da49902f12662960c9.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/ee/73/20/f0a6cf296082d5895c531e12b9c1ccde.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/60/14/44/cf19df9c4fec7f45ea64385d8b4d8ead.jpg","{'Bluetooth': 'Bluetooth 5.0', 'Thương hiệu': 'Dell', 'Xuất xứ thương hiệu': 'Mỹ', 'Camera': '720p at 30 fps HD camera, single integrated microphone', 'CPU': 'Intel Core i5-1135G7', 'Dung lượng ổ cứng': '256GB SSD', 'Model': 'L3420I5SSD', 'Kết nối không dây khác': 'Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz,Bluetooth 5.0', 'Loại RAM': 'DDR4', 'Xuất xứ': 'Mỹ', 'Trọng lượng sản phẩm': '1.52 kg', 'Thiết kế card': 'Intel Iris Xe graphics'}","<h3 align=""center"">Laptop Dell Latitude 3420 (L3420I5SSD) (i5 1135G7 8GB RAM/256GB SSD/14.0 inch HD/Fedora/Đen)</h3>
<p>Laptop Dell Latitude 3420 được thiết kế với kiểu dáng đơn giản, cứng cáp, sản phẩm có trọng lượng tương đối nhẹ để bạn dễ dàng mang theo bên mình.<strong>Dell Latitude 3420 L3420I5SSD</strong>&nbsp;lớp hoàn thiện bóng bẩy, mịn màng mang tới nét sang trọng, hiện đại phù hợp với xu hướng thời nay. Với thiết kế tạo sự liền mạch, sở hữu kiểu dáng tinh tế, thanh mảnh đáp ứng được đúng ý thích thẩm mĩ cho dân văn phòng.</p>
<p><img src=""https://salt.tikicdn.com/ts/product/32/8c/e8/6f03b0b1d1869bcaf599b65446d56084.jpg"" alt=""""></p>
<p>Được trang bị bộ vi xử lý Intel Core i5-1135G7 2.40 GHz up to &nbsp;4.20 GHz, 8MB, RAM 8GB mang đến cho doanh nghiệp hiệu suất, khả năng quản lý, các tính năng bảo mật tích hợp sẵn. Ổ cứng có dung lượng 1TB (option) để bạn lưu trữ được các dữ liệu cần thiết hoặc như SSD sẽ giúp khởi động máy nhanh chóng</p>
<p><img src=""https://salt.tikicdn.com/ts/product/81/58/c2/a96395313f04484cea94ef6125f9822b.jpg"" alt=""""></p>
<p>Tương thích với nhiều màn hình và phụ kiện hơn, với đầy đủ các cổng có sẵn giúp người dụng thuận tiện hơn trong quá trình sử dụng<br>&nbsp;</p>
<p><img src=""https://salt.tikicdn.com/ts/product/75/59/0e/028df3fdbe786a277395f9d73a1d59bc.jpg"" alt=""""></p>
<p>Bàn phím tràn cạnh lớn hơn, các phím bấm và bàn di chuột lớn hơn 18% giúp nhập và điều hướng dễ dàng hơn bao giờ hết.</p>
<p><img src=""https://salt.tikicdn.com/ts/product/10/e3/77/d1e3eb46d7ed315b9456487856bc6801.jpg"" alt=""""></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p><div class=""gradient""></div>"
